LUAD	FDR_LUAD	LUSC	FDR_LUSC
GIPC1	0.449654874	HCFC1R1	0.397887849
VAV1	0.449654874	UBXN1	0.397887849
ITGAD	0.450255265	FUCA2	0.398095746
LOC162632	0.450696536	RICTOR	0.398289149
GABRA1	0.450780835	APCS	0.398505855
CRYGB	0.451098031	TIMP1	0.398563939
CLK1	0.451491593	NIN	0.398563939
C19orf6	0.451549245	ZDHHC19	0.398600502
MTMR15	0.451600763	OR5B21	0.398693426
KBTBD5	0.45164985	FAM163B	0.398728453
USP38	0.451659209	CREB3	0.398843867
SERAC1	0.451659209	SSPO	0.398981755
RAPSN	0.451872396	DKFZP686I15217	0.399025488
SERPINB1	0.452179174	HAL	0.399025488
SRP14	0.452206447	MSH3	0.399133702
LOC145845	0.452238056	OR5T3	0.399183867
POLR2E	0.452385159	C13orf29	0.399258972
ZNF585B	0.452470956	KCNG2	0.399739591
CCDC148	0.452625367	PRSS54	0.399807736
PREPL	0.452685449	TAS2R4	0.400415719
PTPRR	0.45284046	HSDL1	0.400416206
KRTAP12-2	0.453145591	STX18	0.400462342
OR52R1	0.453145591	C3orf38	0.400623544
DHX38	0.45381177	OR52N2	0.400878404
SNORA18	0.453824139	PDCD4	0.400882483
DMWD	0.454584769	SNORA4	0.40109869
ABCC8	0.454591657	LOC100128288	0.401155289
IL2RB	0.454651892	LMOD2	0.401434663
C15orf53	0.455293803	LOC392196	0.401552579
LOC92249	0.455647653	C8orf37	0.401718852
FAM58B	0.455876133	C21orf54	0.401883969
SNAPC2	0.457019032	ZNF324	0.401990563
FAM127A	0.457027447	VCAM1	0.402784588
CHST3	0.457199054	APEH	0.403085214
ARPM1	0.457320553	HPVC1	0.403087587
ARHGAP9	0.457325707	OR4F4	0.40320698
PPP1R9A	0.457325707	SEC16B	0.40433976
PGGT1B	0.457455018	POLL	0.404536467
HS3ST6	0.458151671	ANKRD34C	0.40468374
RAX2	0.458926053	ELOVL5	0.40468374
SLC6A1	0.459546743	C2CD3	0.405142298
C11orf64	0.459584811	KCNC4	0.405198246
KIAA1712	0.460652	PKIA	0.405238817
ASB1	0.461322403	INTS12	0.405467145
RGSL1	0.461816829	LACRT	0.405522094
LOC646498	0.461816829	TMC6	0.405629685
FOXK1	0.462016972	LYZL4	0.40574177
ACTR8	0.462293736	ANGEL1	0.406053113
EMR2	0.462395917	MGC34034	0.406099685
YPEL1	0.46268188	MRPS31	0.406526628
C1orf144	0.462736896	POU4F3	0.406570808
ZNF566	0.462818019	PLAC1L	0.4065939
RBM20	0.463500249	SNORA52	0.406745503
SFRP1	0.463631471	PPOX	0.406755154
DPY19L3	0.463717556	YWHAB	0.406993126
TMED5	0.463955604	LOC147727	0.407097794
SCAND3	0.464071418	PHF15	0.407193334
USP31	0.464665517	SLC38A10	0.40741472
CTBS	0.464707204	CTRL	0.407425903
ZBTB6	0.464758556	CRP	0.407486644
LAMA5	0.464776679	BCAT1	0.408261472
GCNT7	0.465127357	BBS4	0.408771158
TM2D1	0.465773207	PAMR1	0.409744926
VIPR2	0.465822911	VLDLR	0.409866106
KILLIN	0.465949362	OR2C3	0.409946499
ZNF397	0.465994233	AMAC1L2	0.40997216
MED16	0.466632458	CRAT	0.410305819
OR11H6	0.467252527	OR2K2	0.411069727
SCARNA10	0.467319955	TTTY7	0.411326062
MLX	0.467349206	EPB41L1	0.411566996
ARHGEF1	0.467830371	OR4D10	0.411737863
PLCG1	0.468010553	MST1R	0.411904918
CCNG1	0.468327544	C1orf223	0.412130029
LOC100129534	0.468327544	PMCHL1	0.412220082
SNX16	0.468330627	GCC1	0.412418498
TAS2R30	0.468373825	PPL	0.412845733
LOC390858	0.46883069	RUNX1	0.413175328
POR	0.46889445	RHOXF1	0.413268557
OR4N5	0.469871507	C4orf29	0.413831207
CD2	0.47042633	BSPRY	0.414181137
CAP1	0.470817074	LOC100131691	0.414270941
C20orf152	0.471008661	MCF2L	0.414543858
KLHL14	0.47101675	PTRH1	0.414602497
SLAMF8	0.471052702	C11orf94	0.414654113
LOC146481	0.472071615	CDX4	0.415048387
CXCL17	0.472182042	TRNT1	0.41535264
WIPF2	0.472201117	LENG9	0.41546011
INPP5D	0.472274626	WDR44	0.415768182
C1orf133	0.472365725	SCN3B	0.415778331
LOC91948	0.472451765	SLC22A16	0.416340396
KITLG	0.472639305	DACT1	0.416571988
LOC100130331	0.473286817	ROBO3	0.416677113
SH3TC1	0.473286817	SMPDL3A	0.417097846
FCN2	0.473286817	BAG5	0.417943334
CYTH3	0.473286817	SPARC	0.418262115
ZNF431	0.473286817	PAX5	0.418290661
SAFB	0.473286817	TMEM14E	0.420529571
FAM117A	0.473443145	SRI	0.420570456
ADCY3	0.473465803	CCL3L3	0.420786458
SCARNA6	0.473465803	ZNF250	0.420948964
TMEM184C	0.473583456	TCEAL5	0.421229884
ATP6V1G2	0.473617595	VSX2	0.421463496
FBXO17	0.47371561	LOC400027	0.42166729
DKFZP434H168	0.4737891	ACTRT2	0.421880763
ASIP	0.4737891	OR51D1	0.421986399
MTSS1	0.4737891	BBX	0.422078112
SIPA1L1	0.473953312	SENP7	0.422095265
CASP9	0.474131443	THEMIS	0.422095265
C14orf126	0.474201067	MTMR8	0.422144433
SAFB2	0.47462137	FAM100A	0.422343037
ZNF211	0.475258676	TUSC5	0.422343037
GPBP1L1	0.475395833	LOC729609	0.422706662
PLEKHG7	0.475395833	KCNH3	0.422858119
MYH8	0.475484456	C14orf179	0.422881483
IFI27	0.475705494	ANTXRL	0.423901665
PDPR	0.475912269	C1orf133	0.42403575
CCL17	0.475912269	JAKMIP1	0.424402883
C5orf20	0.475925918	ANKS6	0.424948755
UBR1	0.47597412	PEX3	0.425053177
LOC148824	0.476038243	SPDEF	0.425223819
LOC641367	0.476361516	DPY19L2	0.42550635
TMEM14E	0.476696375	IFT80	0.42555548
GEMIN4	0.476696375	CCDC25	0.425772604
GTF2H1	0.476743193	KCTD9	0.42582047
KIFC3	0.477143385	SSU72	0.426635635
APPL2	0.477261076	JKAMP	0.427110375
LOC284441	0.47750043	CLNK	0.427332418
SNORD17	0.477515661	KIAA0226	0.427516874
LOC113230	0.477907764	C6orf227	0.427709082
C12orf47	0.478223645	TAPBP	0.427743081
SOCS7	0.478549906	BIRC8	0.42808965
LOC723972	0.478690034	BANF2	0.428147715
C5orf62	0.479198037	CTBP1	0.428746021
CCNB1IP1	0.479447889	TOR1AIP2	0.429032167
C15orf61	0.481253669	FOXJ3	0.429032167
LDHD	0.481349986	SYCE1L	0.429309808
ZNF57	0.481461137	OR8B12	0.429309808
PDE1A	0.482194363	LRIT3	0.429464915
LSM3	0.48447404	BAT3	0.430993807
NID1	0.484569084	OR5D14	0.431277829
RPRM	0.484831927	HILS1	0.431518495
FAIM3	0.484988518	CNN2	0.432621868
IFT80	0.485031908	NHLH2	0.433124788
LOC100129387	0.485279204	C11orf46	0.433568672
LTBP1	0.485531098	PLA2G2A	0.433568672
LINGO3	0.485677977	SNORA32	0.433568672
YAF2	0.486062177	LOC286359	0.433650004
MGC16275	0.486146334	PIN1	0.43366217
TTF1	0.48637136	SNORD15A	0.43419207
TNFSF13B	0.486388343	PDZD8	0.43419207
DIS3	0.487152017	PWRN2	0.435186605
KRTAP8-1	0.487556809	ZNF710	0.43586868
AMN1	0.48761305	15	0.435915989
ZFY	0.48790595	C20orf152	0.435945704
NEU3	0.488165151	ACTR10	0.436071643
SQLE	0.488165151	ZBTB44	0.436071643
GNE	0.488292922	TBK1	0.436174743
IL2RG	0.488365549	C6orf191	0.436333655
SSX7	0.488819984	FLJ10661	0.436552491
PPP1R2	0.489189373	GUCY2GP	0.436597147
LOC286094	0.489290289	DND1	0.436605473
C12orf40	0.489622781	ARHGAP28	0.43706026
STS	0.489674065	MED25	0.437168876
ZNF641	0.490282921	LPPR1	0.437185569
ABAT	0.490288762	NUCB2	0.437327356
CACNA2D4	0.490542438	OR4X2	0.437497755
WIZ	0.491600462	SLC7A13	0.43792272
EXOC6B	0.492171289	KRTAP26-1	0.438384253
PRNT	0.49266701	ISCA1	0.438612174
OR5J2	0.49266701	AGBL4	0.439343247
DEFB127	0.49266701	RAB39B	0.439491518
NXF2	0.492695906	LZTS1	0.439726675
HPD	0.492704349	KIAA1797	0.440073579
OR10Z1	0.492705805	CAMKK1	0.440124967
OR2G3	0.492705805	TMEM45B	0.440174284
OR11L1	0.492705805	ZNF586	0.440174284
OR4D9	0.492705805	TMEM176A	0.440279295
OR51S1	0.492705805	RNF6	0.440361491
LCE6A	0.492705805	OR11H1	0.440396903
GPR64	0.49273847	BNIP1	0.440396903
CLTB	0.492923362	TAAR6	0.440563242
LOC402644	0.492923362	RAB39	0.44067744
RBM3	0.493012888	OR1I1	0.440723847
FXYD3	0.49331422	PCOTH	0.440829318
NCRNA00112	0.493567699	ADAMTS6	0.440956858
KIAA1430	0.493614924	SNAR-G1	0.441679086
TMED7	0.493967225	RPL10	0.441812907
FOXJ1	0.49412307	TMEM38A	0.442308149
S100A10	0.494313123	PARP10	0.44280784
NOTCH2	0.494378925	ALOX15	0.443352395
NLGN4Y	0.494787724	PCDHGA7	0.443352395
ALDH6A1	0.494943854	YTHDF3	0.443381464
SNORA80	0.494943854	IL17F	0.443635126
C3orf47	0.495382778	AOX2P	0.443916517
EIF2C1	0.4955591	GJA8	0.443924144
RNF219	0.495840349	MYST3	0.443949836
SERPINA13	0.49590771	PPT1	0.444059562
PRR23A	0.496407232	KRTAP19-8	0.444387516
GNA14	0.497462856	CD200	0.444387516
SSC5D	0.49781628	KIAA0195	0.444773597
PTPMT1	0.498537155	SLC25A28	0.444982032
FAAH	0.498540891	OR2A14	0.445033754
HES2	0.498882078	EREG	0.445277244
GLP2R	0.499077725	LOC729121	0.445277244
ASB7	0.499379418	SVIL	0.445545406
MYLK4	0.499439058	MLX	0.445883113
LOC389634	0.499527262	CYP2A13	0.446213135
PNLIP	0.499561795	CYP2C8	0.447500833
BATF3	0.500041316	USP17	0.447549381
GPATCH3	0.500574204	LRRC37A	0.447669571
ZNF430	0.500848559	CSRP3	0.447694905
MYH4	0.501003211	C5orf15	0.448094752
RMND5B	0.501006881	HSFY2	0.448849383
C19orf34	0.501006881	TIFA	0.449288683
FLJ90757	0.501010181	PPP1R2P9	0.449644709
RBM15B	0.501010181	CREBBP	0.44990641
MTSS1L	0.501044467	FAM48A	0.449933152
TNIP1	0.501494608	SLC22A8	0.450217664
NDUFB1	0.502332967	FBN1	0.450219114
C16orf55	0.502338119	SUCLA2	0.450245813
FERD3L	0.50240996	LINGO3	0.45137237
BHLHE40	0.502581997	ZFATAS	0.451527966
CCL3L3	0.502989444	COX11	0.451608665
FRMD7	0.503058044	FSTL1	0.451780921
UBXN8	0.503465761	HLA-DOB	0.45224435
CXCL5	0.504293287	DDI1	0.45238224
MYL5	0.504293287	RLN2	0.452722656
MIB2	0.504409451	F5	0.452844835
WDR83	0.504536564	CDC42EP3	0.453202774
SPATA5	0.504602311	ACACA	0.453418804
NDUFS4	0.504954791	HMGB4	0.454943785
SCUBE2	0.505076355	PRKAR1B	0.455159925
LYPD5	0.505076355	CHST9	0.455159925
CCT6B	0.505265311	ZNF32	0.455302084
KRTAP10-3	0.50639966	PHOSPHO2	0.455461184
ZFP112	0.50659801	SNORA65	0.455759339
CYP2C8	0.506738358	NCRNA00162	0.45577561
NPHP4	0.506749947	SCAND2	0.455802948
COL6A2	0.507675487	PCDHA8	0.456124072
C8orf86	0.508093755	HCN1	0.45621283
KCNK6	0.508264787	THRSP	0.45621283
AADAT	0.508681662	LOC100128164	0.456451501
SERGEF	0.508708645	NXF2B	0.456739028
KHDRBS3	0.508879556	NID1	0.457071862
LCE2B	0.508879556	ADPGK	0.457138322
FABP3	0.509269822	ATP1B4	0.45732707
HSF2	0.509354767	PRKAA1	0.45732707
PCDHGB3	0.509427892	FAM131B	0.457535654
TXN2	0.509565983	IFNA4	0.458000007
CCDC22	0.509618207	LOC80154	0.458014505
ZNF578	0.510156292	TM9SF3	0.458016917
AP2M1	0.510260909	SLC15A4	0.458049298
OR5A1	0.510331469	CTSL3	0.458102033
HSD11B1L	0.510331469	IPO8	0.458102033
OR51T1	0.510552194	TCF7	0.458384627
IFNA13	0.510683974	FRS3	0.45856522
CNTNAP1	0.510742209	LACTB2	0.458839312
ANKK1	0.510982055	FAM200B	0.458839312
IRX6	0.511322252	PNPLA8	0.458850713
CAP2	0.511335162	GLUD1	0.458883038
ZNF639	0.511349267	ERP29	0.458981524
RAD23A	0.511366541	TOMM7	0.459449587
C17orf50	0.511772821	INPP4A	0.459685315
SULT1E1	0.511920821	TACR3	0.460083769
CASP8AP2	0.511960863	PEG3	0.460139553
MAPK8IP1	0.511962068	ELOVL1	0.460139553
KLF5	0.513328474	FAM84B	0.460283713
C14orf34	0.513567979	PEX2	0.46054267
GPR21	0.513644105	ANKMY2	0.460835082
ZNF248	0.513706174	CDS2	0.461335127
RAD9B	0.513764339	AGAP8	0.461531586
GEMIN8	0.513822826	AP3B1	0.461917139
PIP4K2B	0.513901653	TAS2R7	0.462350267
RPS27	0.513954991	CAPN5	0.462350267
C21orf131	0.514037144	LGALS9B	0.462407635
CD300LD	0.514376525	OR1B1	0.462450116
LOC388692	0.514540285	ALG1	0.462593703
RNF148	0.514594029	JMJD6	0.462705864
LOXL3	0.515032856	NEO1	0.462705864
ECH1	0.515063216	IGLL1	0.463089037
OR5C1	0.515075314	FLRT2	0.463204281
ARL5B	0.515620663	TOR2A	0.463610405
GPR45	0.515758279	KLF3	0.463618768
AQP7P1	0.515999442	HDHD1A	0.463684662
TPM2	0.516004419	SHQ1	0.463706059
C8orf40	0.516016137	TRAPPC2L	0.463787549
FCF1	0.516411933	ASXL2	0.463787549
ASRGL1	0.516795663	LOC100133050	0.464135256
GRM1	0.516886245	IFI44	0.464291531
ZBTB49	0.517397536	RBBP6	0.464513397
NKX2-1	0.517670948	VPREB3	0.465165105
MDN1	0.517691012	ZNF30	0.465828239
FANK1	0.517891149	ZFP14	0.465951475
CCDC80	0.518324374	LOC200030	0.466285354
WAC	0.518762993	IRGM	0.466757645
CG030	0.518995139	DET1	0.467223009
ZCCHC6	0.519059694	MCART6	0.467575843
ABCD3	0.519142688	ANO4	0.467831189
LRMP	0.519243721	NSD1	0.468013569
ITGBL1	0.519402019	HDAC4	0.468013569
AMAC1L2	0.51946164	TAAR8	0.468308189
NBEAL2	0.520043682	CCRN4L	0.468503304
GPR183	0.520348729	C17orf107	0.46863613
FRZB	0.520348729	MOG	0.468866456
CCDC38	0.5204472	GFI1B	0.468900336
DBNL	0.520829646	C1orf95	0.468936976
LOC100133050	0.520853567	INPP4B	0.46946789
ZNF221	0.520892774	PLEKHA1	0.469505644
DYRK1B	0.520892774	ZMAT5	0.469583365
C1orf227	0.520892774	KRTAP20-4	0.469793299
ENOX1	0.521067577	ZNF790	0.469864115
GHDC	0.521067577	FLJ33360	0.46993043
NUBP1	0.521277524	PCIF1	0.470535837
TRAT1	0.521768069	CNKSR3	0.470733101
POTED	0.521970284	DDX43	0.471068284
CECR2	0.522334858	GRAMD3	0.471198416
LOC151174	0.523287493	ACMSD	0.471469249
SYCP3	0.523464716	C4orf10	0.471703086
CTSB	0.523464716	LRRC29	0.471824768
LOC399959	0.523971264	TRIM41	0.472134957
THTPA	0.524596209	SCD5	0.472148409
INTS9	0.525086549	IFNA16	0.472222309
ZSCAN23	0.525384273	ZNF444	0.472406613
FABP9	0.525455588	UBE3B	0.473750611
C3orf75	0.525580495	TRAPPC6B	0.47403021
CASD1	0.52564613	GLIPR1L1	0.47403021
OR1E2	0.52564613	CELA1	0.47403021
CTXN1	0.526322388	TBC1D21	0.475040579
EFTUD1	0.526507118	C3orf50	0.475040579
SRRM4	0.526507118	CLCA1	0.475556397
ADCY1	0.527691537	ACTL7B	0.477126643
TMPRSS12	0.528069389	NODAL	0.477126643
LMAN1L	0.528270954	ZSCAN16	0.477280189
FAM20A	0.528271517	TM9SF1	0.478053595
C12orf62	0.528321813	MAP3K13	0.478053595
FAM98B	0.528544824	TOX3	0.478617503
TMED8	0.529063553	OR6C4	0.478812907
VPRBP	0.529474215	RNF160	0.478942537
OTUD3	0.529817051	IRF9	0.479457451
KDM4A	0.530143027	MYL12B	0.479534028
GPX1	0.530173669	FAM55D	0.479886186
SLIT1	0.530299479	GRAMD1B	0.480198213
IL13RA1	0.530445894	MBLAC2	0.48057149
SH3RF2	0.530445894	EIF1	0.480703791
OR5M9	0.531009528	MFHAS1	0.480803651
SERP1	0.531897267	SNN	0.48193075
FIS1	0.532296827	COL15A1	0.482781289
SLC16A2	0.532699752	KCNK15	0.483020521
C20orf203	0.532834428	CCDC22	0.483189894
DNAJA2	0.532834428	CCDC72	0.483248127
CCDC91	0.533198673	C3orf47	0.483521816
CREBBP	0.533198673	GALR1	0.483521816
LOC100130933	0.533220009	NDUFB8	0.483535851
RARRES3	0.533220009	TRIP4	0.483797438
PTPN22	0.533608161	MYOF	0.484097703
TP53I11	0.534138078	LIMS3-LOC440895	0.484386851
ANP32A	0.534138078	RHAG	0.484597625
TSPAN16	0.534516966	LYZL6	0.48513071
CIDEA	0.535575787	OR5AC2	0.485521866
SNORA55	0.535587831	TUB	0.485740467
CSN3	0.535826653	SLC25A37	0.48585122
WASH2P	0.536253091	SELM	0.485959254
GPR155	0.536392008	ZNF319	0.486144812
RNF8	0.53668645	SNORA5C	0.486777528
XAF1	0.53698557	MLN	0.486777528
ACPP	0.537002909	CCDC62	0.486822414
SNAR-G1	0.537013212	MYH13	0.486822414
SIN3A	0.537013212	SLC10A4	0.487002633
UBR2	0.537043534	PGAP3	0.487157386
LIMA1	0.537152568	TAS2R43	0.487229325
ADCK2	0.537166498	KPNA7	0.487323686
CEP170L	0.537485266	PPDPF	0.487356348
LOC285735	0.537906481	ING2	0.488260227
ZFAND6	0.538057829	MIPEP	0.488931003
TAS2R42	0.538099793	ZNF320	0.489272969
NCRNA00110	0.538282616	LOC644172	0.490303409
PPYR1	0.538903884	LAX1	0.490765847
LOC401127	0.539566867	GFI1	0.490987601
TNKS	0.539680272	FOSL1	0.490987601
MATR3	0.539888122	FUNDC2	0.491230441
VENTX	0.540427813	ZNF14	0.491483285
D4S234E	0.540518916	C1orf175	0.49220954
SLC22A2	0.540620448	NKX2-8	0.493046393
TSGA10IP	0.540671051	OR2M4	0.493360755
TAS2R19	0.541452207	OR5A1	0.493360755
BAIAP3	0.542407757	ALMS1P	0.493428892
SEC14L5	0.542490975	DPP8	0.494359554
22	0.54297193	PRAMEF22	0.49471075
FGFBP3	0.543156976	OR2L3	0.494866801
NEU4	0.543156976	TOP1P2	0.495248436
LASS4	0.543156976	TNFRSF12A	0.495486945
PPP1R7	0.543320595	SRP14	0.495659526
C4orf51	0.543655153	PCNT	0.495991398
FAM175A	0.543748854	CDK11A	0.496018934
PNPLA8	0.544064735	ZNF486	0.496873719
MTFMT	0.544311507	FGFR1	0.497380739
HOXB5	0.54465037	TMEM97	0.497380739
RGS21	0.544753291	ZNF592	0.497380739
SNORA51	0.545493896	WAC	0.49764004
S100Z	0.545493896	ZNF718	0.498456408
INO80D	0.545561274	CSPG4	0.498456408
SMAD3	0.54573829	IFI27	0.499438177
C1orf203	0.546025922	SBK2	0.499740706
CETN2	0.546131457	TMEM218	0.500784032
AASDH	0.546715683	RGS8	0.500856378
PPP2R2B	0.546731205	C9orf96	0.500856378
CD99	0.546951729	NCRNA00159	0.501890191
C8orf37	0.547347842	HIST1H2AA	0.502662096
EMILIN1	0.547641393	CYP26B1	0.502765148
MMP23A	0.547680255	PATE1	0.502970586
POLH	0.547717072	ABHD15	0.503434689
SLC26A9	0.547717072	RPL26	0.503575556
AGPS	0.547768772	OR1E2	0.503928047
CLCC1	0.54832202	OR10A4	0.504258289
NAB1	0.548482723	SNORA41	0.504614664
MYOT	0.548815661	TMPPE	0.505043555
PAOX	0.548815661	ZKSCAN3	0.505214876
C12orf51	0.549520318	GGT6	0.505373256
OR5V1	0.550029728	ATG2A	0.505611464
ZFATAS	0.550818675	C17orf67	0.505653975
CXorf66	0.550835819	DNAJB5	0.505776633
OR6M1	0.551289957	OR2AT4	0.505870309
UPF3A	0.551425575	NAT8	0.506223157
USPL1	0.551503775	RAVER2	0.506237301
C12orf4	0.551860421	C4orf39	0.506400678
OR1L1	0.551868262	C21orf59	0.506433497
FAM69B	0.55240846	MRGPRD	0.508004147
ZNF410	0.552447002	MON2	0.508295853
TMPRSS11BNL	0.552739153	ZRANB2	0.508706123
TAS2R4	0.552747138	KRTAP4-12	0.508712975
LOC254312	0.552747138	OR52M1	0.509766832
USP22	0.55291329	SLC30A7	0.509806537
LOC341056	0.552960658	NHEDC1	0.510181747
FAM75A2	0.552961981	CTBP2	0.510507524
NCAPH2	0.553071393	ABCA11P	0.510614484
RUFY1	0.553124779	SERPINE1	0.510961449
HFM1	0.553165286	PCDHB19P	0.51134031
KDM5A	0.553178339	RNF111	0.511348639
MANEA	0.553178339	MKX	0.51164677
KRTAP7-1	0.553178339	TTTY6B	0.511776698
SCARNA9	0.553178339	LOC643923	0.512031061
PHRF1	0.553178339	MAPK10	0.51237203
TEX261	0.553178339	PRM3	0.512658804
SYPL1	0.553513391	PLCD4	0.512658804
PABPN1L	0.553971724	NXN	0.513002693
ASAP2	0.55411502	ZNF627	0.513605304
SMPD2	0.555067646	ZFP36L1	0.514105183
CDRT15	0.555134368	WHAMM	0.514697965
C14orf165	0.555255043	PSAPL1	0.51471384
B4GALT5	0.555666679	ZNF187	0.514789106
SLC9A8	0.5560678	GRINA	0.514928789
ABCC6P2	0.556240311	PAPPA2	0.514928789
GIGYF2	0.556344303	C1QTNF4	0.515228355
MAPKAP1	0.556418624	RP1L1	0.515469913
PRSS30P	0.556442208	CDYL2	0.515494138
TRIM26	0.556442208	C17orf82	0.515908804
SMR3B	0.556442208	FAM66C	0.516058741
CDH9	0.556442208	SULT1C3	0.516058741
ARMC7	0.556442208	C5orf44	0.516218311
FLJ35024	0.556442208	RPS13	0.516370914
EEF1DP3	0.556689416	CSNK1A1L	0.516481317
ART5	0.556916585	GRAMD4	0.516773793
B3GNT7	0.557176003	NADK	0.516773793
MYH3	0.557253463	WWP1	0.516773793
OR7E24	0.557258659	OR5B12	0.516773793
FAM160A1	0.557512857	HTRA1	0.516820145
CBARA1	0.558407547	ENPP3	0.516829639
DPF3	0.559495922	LOH12CR2	0.517649055
LOC126536	0.559514418	ABCB5	0.517799522
HCRTR2	0.56010212	KRTAP5-2	0.517864755
COQ4	0.560200461	NOD2	0.518666159
DTX3	0.560344905	CXorf64	0.519003409
CRYBA4	0.560633996	HIST3H3	0.51925477
ACSF2	0.56114475	C1orf26	0.519459685
DUSP21	0.561212113	SLC30A5	0.520006264
CTNNA3	0.562326948	SLC35E1	0.520017158
ACADM	0.562374386	RING1	0.521315955
C1orf96	0.562579068	ZNF518A	0.521391531
ANAPC2	0.562711546	TAAR5	0.521587824
CCL3L1	0.562753185	C9orf71	0.522145596
RPL31P11	0.562753185	OR1L3	0.522698342
GPR63	0.563115889	MBTPS1	0.523064851
BEX2	0.563115889	HADHA	0.523064851
CLDN15	0.563327734	CCDC3	0.523187646
FZD1	0.563364734	SCML1	0.52333649
NSMCE4A	0.563484457	WNT8A	0.52333649
CAMK2D	0.565029986	PPP4R2	0.523352171
SH3BGRL2	0.565226155	KRTAP9-9	0.523527296
FLJ39582	0.565387078	MT1DP	0.523630554
NDST3	0.565501783	XIRP1	0.523904657
PENK	0.565834643	TAX1BP1	0.524015339
FHOD1	0.565957501	ZNF624	0.524226365
KCTD17	0.566094885	EMID1	0.524468692
SHISA6	0.566229297	PCMTD2	0.525398316
FITM2	0.566393258	CIB3	0.52580156
HIC2	0.566508682	FAM27L	0.526364582
LOC729176	0.566564543	KRT39	0.527381875
CCDC107	0.566690862	DSCAM	0.527425939
DHDH	0.566690862	CYB561	0.527637367
TTC32	0.566820882	OR2AG1	0.527692545
CNOT4	0.567432408	PRODH2	0.528091406
SLC25A29	0.567466751	PRR18	0.528331925
WBP11	0.567488252	OR6C76	0.528345284
CXADR	0.567623693	C1orf84	0.528535006
RBMXL3	0.567694	FAM171A1	0.528839477
ATP5O	0.569047681	DUSP21	0.529022149
ZNF584	0.569047681	LOC388242	0.52933898
PHIP	0.569054042	WASH2P	0.529548063
HMGCS2	0.569588533	FBXW8	0.529693674
TMEM121	0.569925139	TNRC6A	0.529835452
C1orf89	0.570732533	MRPL43	0.529835452
BCAR3	0.57138603	MAPKAPK2	0.530384037
NDUFAF4	0.571973439	CDRT15	0.530593966
PIGZ	0.572180521	OR2A2	0.530752969
KLK5	0.572626079	TMEM184C	0.530781367
NECAB3	0.573109189	MS4A13	0.530877846
ST3GAL1	0.573109189	KRCC1	0.530914209
OR1L3	0.573183403	LPPR2	0.531180312
ADCY5	0.573370501	SSBP2	0.531963391
AKIRIN1	0.57349272	TTTY1B	0.531963391
KIAA0922	0.57349272	HSPA12A	0.532495495
NPTXR	0.573921985	ALG13	0.533113089
TCHHL1	0.574427146	NPRL2	0.533152265
SNAP29	0.575066303	COX7C	0.533346518
MGEA5	0.575212296	ABCC8	0.534101251
MMAA	0.575270925	LTA	0.534103479
PEX12	0.575352131	POU2F2	0.534751374
PDE6B	0.575527269	RPL21	0.535122217
LOC729156	0.576083985	ARL2BP	0.53516468
WDR91	0.576193282	ZNF625	0.535430162
LOC91450	0.576456964	PRPF38B	0.535519375
PRICKLE4	0.576688121	PRSS16	0.535745631
OTUD5	0.576730611	OXER1	0.535873424
ACSF3	0.577129087	TPTE2P3	0.5359329
AKAP8	0.577277346	OR10T2	0.5359329
ETFDH	0.577860138	MAGEE2	0.536430121
C6orf163	0.577945322	TARSL2	0.536442893
DDX60	0.578113356	DNMBP	0.536580321
NEIL1	0.578378294	SNAR-C4	0.536616422
TMEM38A	0.579160203	ELL	0.536747953
SPIN2B	0.579288329	DPRXP4	0.537637439
ANO10	0.579634115	DIRAS3	0.537637439
OR11H4	0.579754873	CLRN3	0.537823582
TXNRD3IT1	0.580213149	CHCHD7	0.538527707
PUS10	0.580418861	WNT9A	0.5385372
OCLN	0.580529683	NDST3	0.53860671
KRTAP10-1	0.580649903	ANXA9	0.538725808
UBQLN3	0.580649903	SNORA9	0.538725808
FMR1	0.580782138	FLJ44054	0.538733047
CXCR5	0.581054255	ARL8B	0.538979087
AP1G1	0.58113124	KERA	0.539284572
C3orf65	0.581716036	USP9X	0.539284572
VAPA	0.581808053	C22orf43	0.539579559
SAA3P	0.581964519	CNNM4	0.539608597
ELP2P	0.582091088	ADAMTS3	0.539622503
LRRN2	0.582159157	RC3H2	0.539802888
LOC202181	0.582583881	NOTO	0.540444713
TAOK1	0.582621392	RPL13AP6	0.540444713
HNRPLL	0.582724389	STXBP4	0.54047269
KCTD3	0.583053497	UBTD2	0.54047269
IQCF2	0.583498795	RG9MTD3	0.540576095
CD1B	0.583764763	VSIG1	0.540845979
DOC2B	0.583928278	LMTK3	0.541177881
EBF2	0.584184219	USP17L6P	0.54121248
PPEF2	0.584214736	ZNF449	0.541396925
JOSD2	0.58434369	C2orf18	0.542283169
SLC22A5	0.584406975	ZNF721	0.542673217
TRAPPC5	0.584652742	DRGX	0.543558742
CYLC1	0.584654519	UPF3A	0.543753702
KIAA1967	0.584894978	FKBP8	0.544520337
DTNA	0.584996558	SURF1	0.54477014
LOC100128822	0.585205328	PCDHGA8	0.545076289
CRKL	0.585658456	TM4SF1	0.545190704
CPNE3	0.585658456	SRA1	0.545262203
ZNF586	0.585915561	IGLL3	0.545585151
LCE5A	0.586504995	FCRLA	0.546372948
LOC100131691	0.587270099	KIAA0753	0.546550921
MT1L	0.58740294	FAM194B	0.546648379
LOC100189589	0.587584784	RESP18	0.546762086
