EnsemblID	Gene	Species	Gene Name
ENSG00000204257	HLA-DMA	Homo sapiens	major histocompatibility complex, class II, DM alpha(HLA-DMA)
ENSG00000147257	GPC3	Homo sapiens	glypican 3(GPC3)
ENSG00000101057	MYBL2	Homo sapiens	MYB proto-oncogene like 2(MYBL2)
ENSG00000218891	ZNF579	Homo sapiens	zinc finger protein 579(ZNF579)
ENSG00000217555	CKLF	Homo sapiens	chemokine like factor(CKLF)
ENSG00000148572	NRBF2	Homo sapiens	nuclear receptor binding factor 2(NRBF2)
ENSG00000242574	HLA-DMB	Homo sapiens	major histocompatibility complex, class II, DM beta(HLA-DMB)
ENSG00000139631	CSAD	Homo sapiens	cysteine sulfinic acid decarboxylase(CSAD)
ENSG00000115685	PPP1R7	Homo sapiens	protein phosphatase 1 regulatory subunit 7(PPP1R7)
ENSG00000043514	TRIT1	Homo sapiens	tRNA isopentenyltransferase 1(TRIT1)
ENSG00000169413	RNASE6	Homo sapiens	ribonuclease A family member 6(RNASE6)
ENSG00000213190	MLLT11	Homo sapiens	MLLT11 transcription factor 7 cofactor(MLLT11)
ENSG00000153914	SREK1	Homo sapiens	splicing regulatory glutamic acid and lysine rich protein 1(SREK1)
ENSG00000101049	SGK2	Homo sapiens	serum/glucocorticoid regulated kinase 2(SGK2)
ENSG00000189007	ADAT2	Homo sapiens	adenosine deaminase tRNA specific 2(ADAT2)
ENSG00000169418	NPR1	Homo sapiens	natriuretic peptide receptor 1(NPR1)
ENSG00000243836	WDR86-AS1	Homo sapiens	WDR86 antisense RNA 1(WDR86-AS1)
ENSG00000084090	STARD7	Homo sapiens	StAR related lipid transfer domain containing 7(STARD7)
ENSG00000177042	TMEM80	Homo sapiens	transmembrane protein 80(TMEM80)
ENSG00000147231	RADX	Homo sapiens	RPA1 related single stranded DNA binding protein, X-linked(RADX)
ENSG00000135245	HILPDA	Homo sapiens	hypoxia inducible lipid droplet associated(HILPDA)
ENSG00000116962	NID1	Homo sapiens	nidogen 1(NID1)
ENSG00000166398	GARRE1	Homo sapiens	granule associated Rac and RHOG effector 1(GARRE1)
ENSG00000111271	ACAD10	Homo sapiens	acyl-CoA dehydrogenase family member 10(ACAD10)
ENSG00000153904	DDAH1	Homo sapiens	dimethylarginine dimethylaminohydrolase 1(DDAH1)
ENSG00000010626	LRRC23	Homo sapiens	leucine rich repeat containing 23(LRRC23)
ENSG00000140600	SH3GL3	Homo sapiens	SH3 domain containing GRB2 like 3, endophilin A3(SH3GL3)
ENSG00000183734	ASCL2	Homo sapiens	achaete-scute family bHLH transcription factor 2(ASCL2)
ENSG00000104972	LILRB1	Homo sapiens	leukocyte immunoglobulin like receptor B1(LILRB1)
ENSG00000139618	BRCA2	Homo sapiens	BRCA2 DNA repair associated(BRCA2)
ENSG00000183718	TRIM52	Homo sapiens	tripartite motif containing 52(TRIM52)
ENSG00000075142	SRI	Homo sapiens	sorcin(SRI)
ENSG00000111262	KCNA1	Homo sapiens	potassium voltage-gated channel subfamily A member 1(KCNA1)
ENSG00000150873	CIMIP5	Homo sapiens	ciliary microtubule inner protein 5(CIMIP5)
ENSG00000051180	RAD51	Homo sapiens	RAD51 recombinase(RAD51)
ENSG00000169435	RASSF6	Homo sapiens	Ras association domain family member 6(RASSF6)
ENSG00000150867	PIP4K2A	Homo sapiens	phosphatidylinositol-5-phosphate 4-kinase type 2 alpha(PIP4K2A)
ENSG00000088448	ANKRD10	Homo sapiens	ankyrin repeat domain 10(ANKRD10)
ENSG00000087116	ADAMTS2	Homo sapiens	ADAM metallopeptidase with thrombospondin type 1 motif 2(ADAMTS2)
ENSG00000103647	CORO2B	Homo sapiens	coronin 2B(CORO2B)
ENSG00000087111	PIGS	Homo sapiens	phosphatidylinositol glycan anchor biosynthesis class S(PIGS)
ENSG00000147224	PRPS1	Homo sapiens	phosphoribosyl pyrophosphate synthetase 1(PRPS1)
ENSG00000156172	CFAP418	Homo sapiens	cilia and flagella associated protein 418(CFAP418)
ENSG00000156171	DRAM2	Homo sapiens	DNA damage regulated autophagy modulator 2(DRAM2)
ENSG00000183722	LHFPL6	Homo sapiens	LHFPL tetraspan subfamily member 6(LHFPL6)
ENSG00000054219	LY75	Homo sapiens	lymphocyte antigen 75(LY75)
ENSG00000123240	OPTN	Homo sapiens	optineurin(OPTN)
ENSG00000106701	FSD1L	Homo sapiens	fibronectin type III and SPRY domain containing 1 like(FSD1L)
ENSG00000178397	FAM220A	Homo sapiens	family with sequence similarity 220 member A(FAM220A)
ENSG00000165084	C8orf34	Homo sapiens	chromosome 8 open reading frame 34(C8orf34)
ENSG00000171757	LRRC34	Homo sapiens	leucine rich repeat containing 34(LRRC34)
ENSG00000189057	FAM111B	Homo sapiens	FAM111 trypsin like peptidase B(FAM111B)
ENSG00000169442	CD52	Homo sapiens	CD52 molecule(CD52)
ENSG00000102349	KLF8	Homo sapiens	KLF transcription factor 8(KLF8)
ENSG00000148541	FAM13C	Homo sapiens	family with sequence similarity 13 member C(FAM13C)
ENSG00000162817	C1orf115	Homo sapiens	chromosome 1 open reading frame 115(C1orf115)
ENSG00000021300	PLEKHB1	Homo sapiens	pleckstrin homology domain containing B1(PLEKHB1)
ENSG00000177076	ACER2	Homo sapiens	alkaline ceramidase 2(ACER2)
ENSG00000162814	SPATA17	Homo sapiens	spermatogenesis associated 17(SPATA17)
ENSG00000104998	IL27RA	Homo sapiens	interleukin 27 receptor subunit alpha(IL27RA)
ENSG00000068831	RASGRP2	Homo sapiens	RAS guanyl releasing protein 2(RASGRP2)
ENSG00000077782	FGFR1	Homo sapiens	fibroblast growth factor receptor 1(FGFR1)
ENSG00000204287	HLA-DRA	Homo sapiens	major histocompatibility complex, class II, DR alpha(HLA-DRA)
ENSG00000171777	RASGRP4	Homo sapiens	RAS guanyl releasing protein 4(RASGRP4)
ENSG00000189043	NDUFA4	Homo sapiens	NDUFA4 mitochondrial complex associated(NDUFA4)
ENSG00000165097	KDM1B	Homo sapiens	lysine demethylase 1B(KDM1B)
ENSG00000136560	TANK	Homo sapiens	TRAF family member associated NFKB activator(TANK)
ENSG00000234912	SNHG20	Homo sapiens	small nucleolar RNA host gene 20(SNHG20)
ENSG00000147202	DIAPH2	Homo sapiens	diaphanous related formin 2(DIAPH2)
ENSG00000101003	GINS1	Homo sapiens	GINS complex subunit 1(GINS1)
ENSG00000128944	KNSTRN	Homo sapiens	kinetochore localized astrin (SPAG5) binding protein(KNSTRN)
ENSG00000068885	IFT80	Homo sapiens	intraflagellar transport 80(IFT80)
ENSG00000110025	SNX15	Homo sapiens	sorting nexin 15(SNX15)
ENSG00000248008	NRAV	Homo sapiens	negative regulator of antiviral response(NRAV)
ENSG00000198901	PRC1	Homo sapiens	protein regulator of cytokinesis 1(PRC1)
ENSG00000225377	NRSN2-AS1	Homo sapiens	NRSN2 antisense RNA 1(NRSN2-AS1)
ENSG00000204438	GPANK1	Homo sapiens	G-patch domain and ankyrin repeats 1(GPANK1)
ENSG00000124678	TCP11	Homo sapiens	t-complex 11(TCP11)
ENSG00000147316	MCPH1	Homo sapiens	microcephalin 1(MCPH1)
ENSG00000135338	LCA5	Homo sapiens	lebercilin LCA5(LCA5)
ENSG00000111348	ARHGDIB	Homo sapiens	Rho GDP dissociation inhibitor beta(ARHGDIB)
ENSG00000170581	STAT2	Homo sapiens	signal transducer and activator of transcription 2(STAT2)
ENSG00000186908	ZDHHC17	Homo sapiens	zinc finger DHHC-type palmitoyltransferase 17(ZDHHC17)
ENSG00000169592	INO80E	Homo sapiens	INO80 complex subunit E(INO80E)
ENSG00000249348	UGDH-AS1	Homo sapiens	UGDH antisense RNA 1(UGDH-AS1)
ENSG00000007237	GAS7	Homo sapiens	growth arrest specific 7(GAS7)
ENSG00000111341	MGP	Homo sapiens	matrix Gla protein(MGP)
ENSG00000204428	LY6G5C	Homo sapiens	lymphocyte antigen 6 family member G5C(LY6G5C)
ENSG00000010671	BTK	Homo sapiens	Bruton tyrosine kinase(BTK)
ENSG00000205758	CRYZL1	Homo sapiens	crystallin zeta like 1(CRYZL1)
ENSG00000168264	IRF2BP2	Homo sapiens	interferon regulatory factor 2 binding protein 2(IRF2BP2)
ENSG00000103723	AP3B2	Homo sapiens	adaptor related protein complex 3 subunit beta 2(AP3B2)
ENSG00000087157	PGS1	Homo sapiens	phosphatidylglycerophosphate synthase 1(PGS1)
ENSG00000123358	NR4A1	Homo sapiens	nuclear receptor subfamily 4 group A member 1(NR4A1)
ENSG00000122026	RPL21	Homo sapiens	ribosomal protein L21(RPL21)
ENSG00000087152	ATXN7L3	Homo sapiens	ataxin 7 like 3(ATXN7L3)
ENSG00000185608	MRPL40	Homo sapiens	mitochondrial ribosomal protein L40(MRPL40)
ENSG00000145592	RPL37	Homo sapiens	ribosomal protein L37(RPL37)
ENSG00000137965	IFI44	Homo sapiens	interferon induced protein 44(IFI44)
ENSG00000110047	EHD1	Homo sapiens	EH domain containing 1(EHD1)
ENSG00000132274	TRIM22	Homo sapiens	tripartite motif containing 22(TRIM22)
ENSG00000137960	GIPC2	Homo sapiens	GIPC PDZ domain containing family member 2(GIPC2)
ENSG00000157578	LCA5L	Homo sapiens	lebercilin LCA5 like(LCA5L)
ENSG00000137962	ARHGAP29	Homo sapiens	Rho GTPase activating protein 29(ARHGAP29)
ENSG00000150938	CRIM1	Homo sapiens	cysteine rich transmembrane BMP regulator 1(CRIM1)
ENSG00000198918	RPL39	Homo sapiens	ribosomal protein L39(RPL39)
ENSG00000198919	DZIP3	Homo sapiens	DAZ interacting zinc finger protein 3(DZIP3)
ENSG00000204410	MSH5	Homo sapiens	mutS homolog 5(MSH5)
ENSG00000205744	DENND1C	Homo sapiens	DENN domain containing 1C(DENND1C)
ENSG00000123329	ARHGAP9	Homo sapiens	Rho GTPase activating protein 9(ARHGAP9)
ENSG00000063177	RPL18	Homo sapiens	ribosomal protein L18(RPL18)
ENSG00000272589	ZSWIM8-AS1	Homo sapiens	ZSWIM8 antisense RNA 1(ZSWIM8-AS1)
ENSG00000033327	GAB2	Homo sapiens	GRB2 associated binding protein 2(GAB2)
ENSG00000063180	CA11	Homo sapiens	carbonic anhydrase 11(CA11)
ENSG00000241404	EGFL8	Homo sapiens	EGF like domain multiple 8(EGFL8)
ENSG00000156232	WHAMM	Homo sapiens	WASP homolog associated with actin, golgi membranes and microtubules(WHAMM)
ENSG00000172301	COPRS	Homo sapiens	coordinator of PRMT5 and differentiation stimulator(COPRS)
ENSG00000135315	CEP162	Homo sapiens	centrosomal protein 162(CEP162)
ENSG00000137970	RPL7P9	Homo sapiens	ribosomal protein L7 pseudogene 9(RPL7P9)
ENSG00000110031	LPXN	Homo sapiens	leupaxin(LPXN)
ENSG00000111364	DDX55	Homo sapiens	DEAD-box helicase 55(DDX55)
ENSG00000112695	COX7A2	Homo sapiens	cytochrome c oxidase subunit 7A2(COX7A2)
ENSG00000013725	CD6	Homo sapiens	CD6 molecule(CD6)
ENSG00000173627	APOBEC4	Homo sapiens	apolipoprotein B mRNA editing enzyme catalytic polypeptide like 4(APOBEC4)
ENSG00000123338	NCKAP1L	Homo sapiens	NCK associated protein 1 like(NCKAP1L)
ENSG00000205730	ITPRIPL2	Homo sapiens	ITPRIP like 2(ITPRIPL2)
ENSG00000109046	WSB1	Homo sapiens	WD repeat and SOCS box containing 1(WSB1)
ENSG00000125995	ROMO1	Homo sapiens	reactive oxygen species modulator 1(ROMO1)
ENSG00000160326	SLC2A6	Homo sapiens	solute carrier family 2 member 6(SLC2A6)
ENSG00000125991	ERGIC3	Homo sapiens	ERGIC and golgi 3(ERGIC3)
ENSG00000103740	ACSBG1	Homo sapiens	acyl-CoA synthetase bubblegum family member 1(ACSBG1)
ENSG00000182578	CSF1R	Homo sapiens	colony stimulating factor 1 receptor(CSF1R)
ENSG00000160323	ADAMTS13	Homo sapiens	ADAM metallopeptidase with thrombospondin type 1 motif 13(ADAMTS13)
ENSG00000132259	CNGA4	Homo sapiens	cyclic nucleotide gated channel subunit alpha 4(CNGA4)
ENSG00000215126	ZNG1F	Homo sapiens	Zn regulated GTPase metalloprotein activator 1F(ZNG1F)
ENSG00000204472	AIF1	Homo sapiens	allograft inflammatory factor 1(AIF1)
ENSG00000157551	KCNJ15	Homo sapiens	potassium inwardly rectifying channel subfamily J member 15(KCNJ15)
ENSG00000078246	TULP3	Homo sapiens	TUB like protein 3(TULP3)
ENSG00000157554	ERG	Homo sapiens	ETS transcription factor ERG(ERG)
ENSG00000198945	L3MBTL3	Homo sapiens	L3MBTL histone methyl-lysine binding protein 3(L3MBTL3)
ENSG00000113971	NPHP3	Homo sapiens	nephrocystin 3(NPHP3)
ENSG00000197614	MFAP5	Homo sapiens	microfibril associated protein 5(MFAP5)
ENSG00000198947	DMD	Homo sapiens	dystrophin(DMD)
ENSG00000054282	SDCCAG8	Homo sapiens	SHH signaling and ciliogenesis regulator SDCCAG8(SDCCAG8)
ENSG00000080572	DNAAF6	Homo sapiens	dynein axonemal assembly factor 6(DNAAF6)
ENSG00000197608	ZNF841	Homo sapiens	zinc finger protein 841(ZNF841)
ENSG00000120279	MYCT1	Homo sapiens	MYC target 1(MYCT1)
ENSG00000173638	SLC19A1	Homo sapiens	solute carrier family 19 member 1(SLC19A1)
ENSG00000080573	COL5A3	Homo sapiens	collagen type V alpha 3 chain(COL5A3)
ENSG00000125968	ID1	Homo sapiens	inhibitor of DNA binding 1(ID1)
ENSG00000161664	ASB16	Homo sapiens	ankyrin repeat and SOCS box containing 16(ASB16)
ENSG00000162999	DUSP19	Homo sapiens	dual specificity phosphatase 19(DUSP19)
ENSG00000148600	CDHR1	Homo sapiens	cadherin related family member 1(CDHR1)
ENSG00000215114	UBXN2B	Homo sapiens	UBX domain protein 2B(UBXN2B)
ENSG00000113966	ARL6	Homo sapiens	ARF like GTPase 6(ARL6)
ENSG00000137959	IFI44L	Homo sapiens	interferon induced protein 44 like(IFI44L)
ENSG00000066279	ASPM	Homo sapiens	assembly factor for spindle microtubules(ASPM)
ENSG00000172322	CLEC12A	Homo sapiens	C-type lectin domain family 12 member A(CLEC12A)
ENSG00000205795	CYS1	Homo sapiens	cystin 1(CYS1)
ENSG00000197603	CPLANE1	Homo sapiens	ciliogenesis and planar polarity effector complex subunit 1(CPLANE1)
ENSG00000145569	OTULINL	Homo sapiens	OTU deubiquitinase with linear linkage specificity like(OTULINL)
ENSG00000186952	TMEM232	Homo sapiens	transmembrane protein 232(TMEM232)
ENSG00000144233	AMMECR1L	Homo sapiens	AMMECR1 like(AMMECR1L)
ENSG00000100650	SRSF5	Homo sapiens	serine and arginine rich splicing factor 5(SRSF5)
ENSG00000160345	PIERCE1	Homo sapiens	piercer of microtubule wall 1(PIERCE1)
ENSG00000153179	RASSF3	Homo sapiens	Ras association domain family member 3(RASSF3)
ENSG00000157538	VPS26C	Homo sapiens	VPS26 endosomal protein sorting factor C(VPS26C)
ENSG00000158869	FCER1G	Homo sapiens	Fc epsilon receptor Ig(FCER1G)
ENSG00000239998	LILRA2	Homo sapiens	leukocyte immunoglobulin like receptor A2(LILRA2)
ENSG00000112667	DNPH1	Homo sapiens	2'-deoxynucleoside 5'-phosphate N-hydrolase 1(DNPH1)
ENSG00000198960	ARMCX6	Homo sapiens	armadillo repeat containing X-linked 6(ARMCX6)
ENSG00000008516	MMP25	Homo sapiens	matrix metallopeptidase 25(MMP25)
ENSG00000066248	NGEF	Homo sapiens	neuronal guanine nucleotide exchange factor(NGEF)
ENSG00000110002	VWA5A	Homo sapiens	von Willebrand factor A domain containing 5A(VWA5A)
ENSG00000111335	OAS2	Homo sapiens	2'-5'-oligoadenylate synthetase 2(OAS2)
ENSG00000111331	OAS3	Homo sapiens	2'-5'-oligoadenylate synthetase 3(OAS3)
ENSG00000156206	CFAP161	Homo sapiens	cilia and flagella associated protein 161(CFAP161)
ENSG00000197629	MPEG1	Homo sapiens	macrophage expressed 1(MPEG1)
ENSG00000125944	HNRNPR	Homo sapiens	heterogeneous nuclear ribonucleoprotein R(HNRNPR)
ENSG00000124614	RPS10	Homo sapiens	ribosomal protein S10(RPS10)
ENSG00000185652	NTF3	Homo sapiens	neurotrophin 3(NTF3)
ENSG00000120256	LRP11	Homo sapiens	LDL receptor related protein 11(LRP11)
ENSG00000092529	CAPN3	Homo sapiens	calpain 3(CAPN3)
ENSG00000120254	MTHFD1L	Homo sapiens	methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 1 like(MTHFD1L)
ENSG00000111325	OGFOD2	Homo sapiens	2-oxoglutarate and iron dependent oxygenase domain containing 2(OGFOD2)
ENSG00000153162	BMP6	Homo sapiens	bone morphogenetic protein 6(BMP6)
ENSG00000111321	LTBR	Homo sapiens	lymphotoxin beta receptor(LTBR)
ENSG00000172345	STARD5	Homo sapiens	StAR related lipid transfer domain containing 5(STARD5)
ENSG00000158850	B4GALT3	Homo sapiens	beta-1,4-galactosyltransferase 3(B4GALT3)
ENSG00000171016	PYGO1	Homo sapiens	pygopus family PHD finger 1(PYGO1)
ENSG00000172348	RCAN2	Homo sapiens	regulator of calcineurin 2(RCAN2)
ENSG00000172349	IL16	Homo sapiens	interleukin 16(IL16)
ENSG00000225361	PPP1R26-AS1	Homo sapiens	PPP1R26 antisense RNA 1(PPP1R26-AS1)
ENSG00000133574	GIMAP4	Homo sapiens	GTPase, IMAP family member 4(GIMAP4)
ENSG00000081870	IFT25	Homo sapiens	intraflagellar transport 25(IFT25)
ENSG00000226696	LENG8-AS1	Homo sapiens	LENG8 antisense RNA 1(LENG8-AS1)
ENSG00000144218	AFF3	Homo sapiens	ALF transcription elongation factor 3(AFF3)
ENSG00000004142	POLDIP2	Homo sapiens	DNA polymerase delta interacting protein 2(POLDIP2)
ENSG00000120262	CCDC170	Homo sapiens	coiled-coil domain containing 170(CCDC170)
ENSG00000186973	CFAP144	Homo sapiens	cilia and flagella associated protein 144(CFAP144)
ENSG00000186976	EFCAB6	Homo sapiens	EF-hand calcium binding domain 6(EFCAB6)
ENSG00000024422	EHD2	Homo sapiens	EH domain containing 2(EHD2)
ENSG00000173681	BCLAF3	Homo sapiens	BCLAF1 and THRAP3 family member 3(BCLAF3)
ENSG00000197653	DNAH10	Homo sapiens	dynein axonemal heavy chain 10(DNAH10)
ENSG00000172354	GNB2	Homo sapiens	G protein subunit beta 2(GNB2)
ENSG00000157510	AFAP1L1	Homo sapiens	actin filament associated protein 1 like 1(AFAP1L1)
ENSG00000243199	RPL6P10	Homo sapiens	ribosomal protein L6 pseudogene 10(RPL6P10)
ENSG00000176714	CCDC121	Homo sapiens	coiled-coil domain containing 121(CCDC121)
ENSG00000203985	LDLRAD1	Homo sapiens	low density lipoprotein receptor class A domain containing 1(LDLRAD1)
ENSG00000100625	SIX4	Homo sapiens	SIX homeobox 4(SIX4)
ENSG00000184343	SRPK3	Homo sapiens	SRSF protein kinase 3(SRPK3)
ENSG00000184349	EFNA5	Homo sapiens	ephrin A5(EFNA5)
ENSG00000183019	MCEMP1	Homo sapiens	mast cell expressed membrane protein 1(MCEMP1)
ENSG00000107249	GLIS3	Homo sapiens	GLIS family zinc finger 3(GLIS3)
ENSG00000153140	CETN3	Homo sapiens	centrin 3(CETN3)
ENSG00000172361	CFAP53	Homo sapiens	cilia and flagella associated protein 53(CFAP53)
ENSG00000171033	PKIA	Homo sapiens	cAMP-dependent protein kinase inhibitor alpha(PKIA)
ENSG00000134884	ARGLU1	Homo sapiens	arginine and glutamate rich 1(ARGLU1)
ENSG00000154479	CFAP210	Homo sapiens	cilia and flagella associated protein 210(CFAP210)
ENSG00000146856	AGBL3	Homo sapiens	AGBL carboxypeptidase 3(AGBL3)
ENSG00000101945	SUV39H1	Homo sapiens	SUV39H1 histone lysine methyltransferase(SUV39H1)
ENSG00000146859	TMEM140	Homo sapiens	transmembrane protein 140(TMEM140)
ENSG00000164746	C7orf57	Homo sapiens	chromosome 7 open reading frame 57(C7orf57)
ENSG00000186994	KANK3	Homo sapiens	KN motif and ankyrin repeat domains 3(KANK3)
ENSG00000164741	DLC1	Homo sapiens	DLC1 Rho GTPase activating protein(DLC1)
ENSG00000185668	POU3F1	Homo sapiens	POU class 3 homeobox 1(POU3F1)
ENSG00000186998	EMID1	Homo sapiens	EMI domain containing 1(EMID1)
ENSG00000153132	CLGN	Homo sapiens	calmegin(CLGN)
ENSG00000005448	WDR54	Homo sapiens	WD repeat domain 54(WDR54)
ENSG00000025772	TOMM34	Homo sapiens	translocase of outer mitochondrial membrane 34(TOMM34)
ENSG00000171049	FPR2	Homo sapiens	formyl peptide receptor 2(FPR2)
ENSG00000134853	PDGFRA	Homo sapiens	platelet derived growth factor receptor alpha(PDGFRA)
ENSG00000203965	EFCAB7	Homo sapiens	EF-hand calcium binding domain 7(EFCAB7)
ENSG00000001084	GCLC	Homo sapiens	glutamate-cysteine ligase catalytic subunit(GCLC)
ENSG00000251602	MTA1-DT	Homo sapiens	MTA1 divergent transcript(MTA1-DT)
ENSG00000164758	MED30	Homo sapiens	mediator complex subunit 30(MED30)
ENSG00000163421	PROK2	Homo sapiens	prokineticin 2(PROK2)
ENSG00000066294	CD84	Homo sapiens	CD84 molecule(CD84)
ENSG00000158815	FGF17	Homo sapiens	fibroblast growth factor 17(FGF17)
ENSG00000132205	EMILIN2	Homo sapiens	elastin microfibril interfacer 2(EMILIN2)
ENSG00000154451	GBP5	Homo sapiens	guanylate binding protein 5(GBP5)
ENSG00000171051	FPR1	Homo sapiens	formyl peptide receptor 1(FPR1)
ENSG00000113946	CLDN16	Homo sapiens	claudin 16(CLDN16)
ENSG00000058673	ZC3H11A	Homo sapiens	zinc finger CCCH-type containing 11A(ZC3H11A)
ENSG00000163430	FSTL1	Homo sapiens	follistatin like 1(FSTL1)
ENSG00000185681	MORN5	Homo sapiens	MORN repeat containing 5(MORN5)
ENSG00000183023	SLC8A1	Homo sapiens	solute carrier family 8 member A1(SLC8A1)
ENSG00000272514	CFAP206	Homo sapiens	cilia and flagella associated protein 206(CFAP206)
ENSG00000258227	CLEC5A	Homo sapiens	C-type lectin domain containing 5A(CLEC5A)
ENSG00000125910	S1PR4	Homo sapiens	sphingosine-1-phosphate receptor 4(S1PR4)
ENSG00000011143	MKS1	Homo sapiens	MKS transition zone complex subunit 1(MKS1)
ENSG00000146830	GIGYF1	Homo sapiens	GRB10 interacting GYF protein 1(GIGYF1)
ENSG00000163435	ELF3	Homo sapiens	E74 like ETS transcription factor 3(ELF3)
ENSG00000162105	SHANK2	Homo sapiens	SH3 and multiple ankyrin repeat domains 2(SHANK2)
ENSG00000158805	ZNF276	Homo sapiens	zinc finger protein 276(ZNF276)
ENSG00000129484	PARP2	Homo sapiens	poly(ADP-ribose) polymerase 2(PARP2)
ENSG00000213347	MXD3	Homo sapiens	MAX dimerization protein 3(MXD3)
ENSG00000096996	IL12RB1	Homo sapiens	interleukin 12 receptor subunit beta 1(IL12RB1)
ENSG00000197696	NMB	Homo sapiens	neuromedin B(NMB)
ENSG00000081019	RSBN1	Homo sapiens	round spermatid basic protein 1(RSBN1)
ENSG00000134830	C5AR2	Homo sapiens	complement C5a receptor 2(C5AR2)
ENSG00000267128	RNF157-AS1	Homo sapiens	RNF157 antisense RNA 1(RNF157-AS1)
ENSG00000049769	PPP1R3F	Homo sapiens	protein phosphatase 1 regulatory subunit 3F(PPP1R3F)
ENSG00000149091	DGKZ	Homo sapiens	diacylglycerol kinase zeta(DGKZ)
ENSG00000130475	FCHO1	Homo sapiens	FCH and mu domain containing endocytic adaptor 1(FCHO1)
ENSG00000101916	TLR8	Homo sapiens	toll like receptor 8(TLR8)
ENSG00000244482	LILRA6	Homo sapiens	leukocyte immunoglobulin like receptor A6(LILRA6)
ENSG00000146826	TRAPPC14	Homo sapiens	trafficking protein particle complex subunit 14(TRAPPC14)
ENSG00000184385	UMODL1-AS1	Homo sapiens	UMODL1 antisense RNA 1(UMODL1-AS1)
ENSG00000128159	TUBGCP6	Homo sapiens	tubulin gamma complex component 6(TUBGCP6)
ENSG00000130487	KLHDC7B	Homo sapiens	kelch domain containing 7B(KLHDC7B)
ENSG00000155761	SPAG17	Homo sapiens	sperm associated antigen 17(SPAG17)
ENSG00000213339	QTRT1	Homo sapiens	queuine tRNA-ribosyltransferase catalytic subunit 1(QTRT1)
ENSG00000006740	ARHGAP44	Homo sapiens	Rho GTPase activating protein 44(ARHGAP44)
ENSG00000049759	NEDD4L	Homo sapiens	NEDD4 like E3 ubiquitin protein ligase(NEDD4L)
ENSG00000143786	CNIH3	Homo sapiens	cornichon family AMPA receptor auxiliary protein 3(CNIH3)
ENSG00000184371	CSF1	Homo sapiens	colony stimulating factor 1(CSF1)
ENSG00000101901	ALG13	Homo sapiens	ALG13 UDP-N-acetylglucosaminyltransferase subunit(ALG13)
ENSG00000188738	FSIP2	Homo sapiens	fibrous sheath interacting protein 2(FSIP2)
ENSG00000122862	SRGN	Homo sapiens	serglycin(SRGN)
ENSG00000107201	RIGI	Homo sapiens	RNA sensor RIG-I(RIGI)
ENSG00000176771	NCKAP5	Homo sapiens	NCK associated protein 5(NCKAP5)
